"フィーチャID","形状(WKT)","行政区域コード （P29_001）","学校コード （P29_002）","学校分類 （P29_003）","名称 （P29_004）","所在地 （P29_005）","管理者コード （P29_006）","休校区分 （P29_007）","期間開始日時","期間終了日時","作成者","作成日時","更新者","更新日時"
"1056","POINT(136.955935 34.934147)","23205","B123210004278","16001","有脇小学校","半田市有脇町6-37","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1057","POINT(136.926273 34.885151)","23205","B123210004287","16001","成岩小学校","半田市成岩本町2-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1058","POINT(136.909455 34.891587)","23205","B123210004296","16001","宮池小学校","半田市南二ﾂ坂町2-1-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1059","POINT(136.888472 34.883985)","23205","B123210004303","16001","板山小学校","半田市四方木町37-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1060","POINT(136.892074 34.876222)","23205","B123210004312","16001","板山小学校ならわ学園分校","半田市鴉根町3-40-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1061","POINT(136.910831 34.87379)","23205","B123210004321","16001","花園小学校","半田市花園町3-5-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1062","POINT(136.943234 35.23647)","23206","B123210004330","16001","味美小学校","春日井市味美町3-41","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1063","POINT(136.931874 35.231082)","23206","B123210004349","16001","白山小学校","春日井市味美白山町2-3-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1064","POINT(136.958427 35.235164)","23206","B123210004358","16001","勝川小学校","春日井市若草通2-1-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1065","POINT(136.939484 35.2533)","23206","B123210004367","16001","春日井小学校","春日井市宮町字宮町3","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1066","POINT(136.987647 35.256024)","23206","B123210004376","16001","篠木小学校","春日井市篠木町5-1313-3","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1067","POINT(136.95437 35.275242)","23206","B123210004385","16001","鷹来小学校","春日井市田楽町1845","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1068","POINT(136.939705 35.269576)","23206","B123210004394","16001","牛山小学校","春日井市牛山町2150","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1069","POINT(136.971926 35.240108)","23206","B123210004401","16001","鳥居松小学校","春日井市月見町45","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1070","POINT(136.966121 35.228777)","23206","B123210004410","16001","小野小学校","春日井市小野町5-70","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1071","POINT(136.975455 35.248878)","23206","B123210004429","16001","八幡小学校","春日井市春見町23-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1072","POINT(137.025336 35.291383)","23206","B123210004438","16001","坂下小学校","春日井市坂下町5-324","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1073","POINT(137.041998 35.317493)","23206","B123210004447","16001","西尾小学校","春日井市西尾町6-6","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1074","POINT(137.045974 35.267748)","23206","B123210004456","16001","高座小学校","春日井市高蔵寺町北4-777-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1075","POINT(137.025108 35.266717)","23206","B123210004465","16001","不二小学校","春日井市出川町3-14-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1076","POINT(137.068554 35.273359)","23206","B123210004474","16001","玉川小学校","春日井市玉野町1687","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1077","POINT(137.036724 35.284384)","23206","B123210004483","16001","藤山台小学校","春日井市藤山台3-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1078","POINT(137.009064 35.247433)","23206","B123210004492","16001","神領小学校","春日井市神領町1-1-8","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1079","POINT(136.948984 35.233442)","23206","B123210004508","16001","山王小学校","春日井市勝川新町1-49","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1080","POINT(136.979036 35.263689)","23206","B123210004517","16001","松原小学校","春日井市東野町1-9","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1081","POINT(137.045862 35.276052)","23206","B123210004526","16001","岩成台小学校","春日井市岩成台6-3","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1082","POINT(136.974313 35.278076)","23206","B123210004535","16001","西山小学校","春日井市西山町1575-6","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1083","POINT(137.050167 35.289745)","23206","B123210004544","16001","高森台小学校","春日井市高森台8-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1084","POINT(136.963053 35.248139)","23206","B123210004553","16001","柏原小学校","春日井市柏原町5-15","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1085","POINT(136.958537 35.263909)","23206","B123210004562","16001","大手小学校","春日井市大手町3-24-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1086","POINT(137.051583 35.283857)","23206","B123210004571","16001","中央台小学校","春日井市中央台8-3","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1087","POINT(137.037336 35.278635)","23206","B123210004580","16001","岩成台西小学校","春日井市岩成台8-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1088","POINT(136.942595 35.245996)","23206","B123210004599","16001","松山小学校","春日井市如意申町1-8-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1089","POINT(136.980426 35.239887)","23206","B123210004606","16001","上条小学校","春日井市弥生町5277-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1090","POINT(137.02453 35.298188)","23206","B123210004615","16001","神屋小学校","春日井市神屋町860","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1091","POINT(136.986368 35.270328)","23206","B123210004624","16001","東野小学校","春日井市東野町4-13","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1092","POINT(137.005506 35.26544)","23206","B123210004633","16001","北城小学校","春日井市金ヶ口町1550","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1093","POINT(137.057888 35.29519)","23206","B123210004642","16001","東高森台小学校","春日井市高森台7-3","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1094","POINT(137.060388 35.287663)","23206","B123210004651","16001","石尾台小学校","春日井市石尾台6-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1095","POINT(136.995591 35.250609)","23206","B123210004660","16001","篠原小学校","春日井市熊野町北1-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1096","POINT(137.065637 35.283969)","23206","B123210004679","16001","押沢台小学校","春日井市押沢台2-7","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1097","POINT(136.971109 35.258164)","23206","B123210004688","16001","丸田小学校","春日井市六軒屋町西1-15-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1098","POINT(137.01443 35.264074)","23206","B123210004697","16001","出川小学校","春日井市出川町8-3-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1099","POINT(137.033623 35.301995)","23206","B123210004704","16001","尾東小学校","春日井市神屋町713-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1100","POINT(137.393035 34.822507)","23207","B123210004713","16001","豊川小学校","豊川市北浦町31-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1101","POINT(137.413477 34.823674)","23207","B123210004722","16001","東部小学校","豊川市三谷原町石坪1-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1102","POINT(137.390701 34.831228)","23207","B123210004731","16001","桜木小学校","豊川市小桜町17","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1103","POINT(137.383201 34.840505)","23207","B123210004740","16001","三蔵子小学校","豊川市三蔵子町宮前32","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1104","POINT(137.37484 34.857725)","23207","B123210004759","16001","千両小学校","豊川市千両町数谷原18-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1105","POINT(137.380509 34.809535)","23207","B123210004768","16001","牛久保小学校","豊川市牛久保町大手10-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1106","POINT(137.370648 34.821395)","23207","B123210004777","16001","中部小学校","豊川市中部町1-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1107","POINT(137.350259 34.839003)","23207","B123210004786","16001","八南小学校","豊川市野口町豊角8-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1108","POINT(137.344315 34.851474)","23207","B123210004795","16001","平尾小学校","豊川市平尾町上貝津2-5","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1109","POINT(137.324512 34.831836)","23207","B123210004802","16001","国府小学校","豊川市国府町寒若寺6-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1110","POINT(137.350539 34.817033)","23207","B123210004811","16001","桜町小学校","豊川市桜町2-7-45","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1111","POINT(137.313151 34.84589)","23207","B123210004820","16001","御油小学校","豊川市御油町膳ﾉ棚1-4","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1112","POINT(137.389759 34.812119)","23207","B123210004839","16001","天王小学校","豊川市牛久保町天王下14-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1113","POINT(137.360232 34.82495)","23207","B123210004848","16001","代田小学校","豊川市代田町1-20-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1114","POINT(137.381064 34.826228)","23207","B123210004857","16001","金屋小学校","豊川市金屋西町1-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1115","POINT(137.406185 34.829543)","23207","B123210004866","16001","豊小学校","豊川市東豊町4-60","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1116","POINT(137.330593 34.8741)","23207","B123210004875","16001","萩小学校","豊川市萩町岩田9-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1117","POINT(137.290161 34.868289)","23207","B123210004884","16001","長沢小学校","豊川市長沢町午新88","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1118","POINT(137.31535 34.856441)","23207","B123210004893","16001","赤坂小学校","豊川市赤坂町東山140","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1119","POINT(137.43416 34.865391)","23207","B123210004900","16001","一宮東部小学校","豊川市上長山町東水神平44-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1120","POINT(137.415265 34.849941)","23207","B123210004919","16001","一宮西部小学校","豊川市一宮町緑1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1121","POINT(137.436113 34.853934)","23207","B123210004928","16001","一宮南部小学校","豊川市豊津町新地4","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1122","POINT(137.361211 34.8012)","23207","B123210004937","16001","小坂井東小学校","豊川市小坂井町西浦87","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1123","POINT(137.349411 34.796901)","23207","B123210004946","16001","小坂井西小学校","豊川市伊奈町縫殿55-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1124","POINT(137.315131 34.825512)","23207","B123210004955","16001","御津北部小学校","豊川市御津町広石字神子田54-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1125","POINT(137.319053 34.809557)","23207","B123210004964","16001","御津南部小学校","豊川市御津町御馬加美15","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1126","POINT(136.739394 35.177473)","23208","B123210004973","16001","東小学校","津島市立込町1-17","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1127","POINT(136.716813 35.178444)","23208","B123210004982","16001","西小学校","津島市大和町1-14","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1128","POINT(136.727923 35.169307)","23208","B123210004991","16001","南小学校","津島市常盤町4-20","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1129","POINT(136.725062 35.18411)","23208","B123210005008","16001","北小学校","津島市松原町37","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1130","POINT(136.771197 35.17739)","23208","B123210005017","16001","神守小学校","津島市神守町中町13","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1131","POINT(136.768447 35.189944)","23208","B123210005026","16001","蛭間小学校","津島市蛭間町字逆川東848","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1132","POINT(136.774447 35.155893)","23208","B123210005035","16001","高台寺小学校","津島市神尾町江西61","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1133","POINT(136.759921 35.150644)","23208","B123210005044","16001","神島田小学校","津島市中一色町東郷80","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1134","POINT(136.989794 34.898374)","23209","B123210005053","16001","新川小学校","碧南市新川町2-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1135","POINT(136.980157 34.866988)","23209","B123210005062","16001","大浜小学校","碧南市浜田町1-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1136","POINT(136.991184 34.876793)","23209","B123210005071","16001","棚尾小学校","碧南市春日町1-5","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1137","POINT(137.000266 34.876766)","23209","B123210005080","16001","日進小学校","碧南市日進町4-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1138","POINT(137.016736 34.888543)","23209","B123210005099","16001","鷲塚小学校","碧南市旭町2-30","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1139","POINT(137.01143 34.915956)","23209","B123210005106","16001","西端小学校","碧南市上町3-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1140","POINT(136.995655 34.887959)","23209","B123210005115","16001","中央小学校","碧南市向陽町3-19","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1141","POINT(136.986819 34.988196)","23210","B123210005124","16001","亀城小学校","刈谷市城町1-25-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1142","POINT(137.003651 35.000167)","23210","B123210005133","16001","小高原小学校","刈谷市原崎町1-101","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1143","POINT(136.989402 34.977559)","23210","B123210005142","16001","衣浦小学校","刈谷市天王町3-27","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1144","POINT(137.012956 35.026026)","23210","B123210005151","16001","富士松南小学校","刈谷市今川町山脇1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1145","POINT(137.04073 35.046137)","23210","B123210005160","16001","富士松北小学校","刈谷市東境町焼田10-5","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1146","POINT(136.997902 34.963839)","23210","B123210005179","16001","小垣江小学校","刈谷市小垣江町西王地1-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1147","POINT(137.020011 34.975865)","23210","B123210005188","16001","双葉小学校","刈谷市半城土中町3-12-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1148","POINT(137.007623 34.984919)","23210","B123210005197","16001","住吉小学校","刈谷市住吉町3-70","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1149","POINT(137.018176 35.013882)","23210","B123210005204","16001","かりがね小学校","刈谷市築地町2-15-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1150","POINT(137.038315 34.973893)","23210","B123210005213","16001","東刈谷小学校","刈谷市東刈谷町3-8","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1151","POINT(136.994874 35.004472)","23210","B123210005222","16001","日高小学校","刈谷市日高町1-201","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1152","POINT(137.036636 35.033501)","23210","B123210005231","16001","富士松東小学校","刈谷市東境町堀池71","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1153","POINT(137.031608 34.970182)","23210","B123210005240","16001","朝日小学校","刈谷市野田町陣戸池151","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1154","POINT(137.008151 34.95809)","23210","B123210005259","16001","小垣江東小学校","刈谷市小垣江町白沢36","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1155","POINT(137.028885 35.008429)","23210","B123210005268","16001","平成小学校","刈谷市一ﾂ木町3-18-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1156","POINT(137.148136 35.074748)","23211","B123210005277","16001","童子山小学校","豊田市御幸町1-60","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1157","POINT(137.156967 35.092802)","23211","B123210005286","16001","挙母小学校","豊田市平芝町1-1-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1158","POINT(137.164385 35.067277)","23211","B123210005295","16001","根川小学校","豊田市下林町7-30","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1159","POINT(137.122944 35.086356)","23211","B123210005302","16001","小清水小学校","豊田市田町2-81","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1160","POINT(137.167857 35.051585)","23211","B123210005311","16001","前山小学校","豊田市前山町1-24","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1161","POINT(137.14361 35.057499)","23211","B123210005320","16001","山之手小学校","豊田市山之手6-6","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1162","POINT(137.117778 35.068358)","23211","B123210005339","16001","美山小学校","豊田市美山町4-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1163","POINT(137.17576 35.090044)","23211","B123210005348","16001","寺部小学校","豊田市上野町1-173","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1164","POINT(137.195045 35.103968)","23211","B123210005357","16001","平井小学校","豊田市百々町5-60","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1165","POINT(137.179577 35.07386)","23211","B123210005366","16001","野見小学校","豊田市野見町12-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1166","POINT(137.198044 35.071218)","23211","B123210005375","16001","古瀬間小学校","豊田市志賀町西之海道240","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1167","POINT(137.230709 35.098581)","23211","B123210005384","16001","矢並小学校","豊田市矢並町大坪901-7","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1168","POINT(137.123057 35.007726)","23211","B123210005393","16001","高嶺小学校","豊田市広美町高根2-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1169","POINT(137.152544 35.029511)","23211","B123210005400","16001","寿恵野小学校","豊田市鴛鴨町東屋敷50","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1170","POINT(137.155081 35.009477)","23211","B123210005419","16001","畝部小学校","豊田市畝部西町新田屋敷24","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1171","POINT(137.077782 35.047915)","23211","B123210005428","16001","堤小学校","豊田市堤本町流28","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1172","POINT(137.090365 35.024473)","23211","B123210005437","16001","若園小学校","豊田市中根町永池200","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1173","POINT(137.121307 35.038389)","23211","B123210005446","16001","竹村小学校","豊田市住吉町大興4","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1174","POINT(137.054257 35.019556)","23211","B123210005455","16001","駒場小学校","豊田市駒場町新生58","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1175","POINT(137.144333 35.048667)","23211","B123210005464","16001","大林小学校","豊田市大林町14-11-5","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1176","POINT(137.119025 35.162125)","23211","B123210005473","16001","大畑小学校","豊田市大畑町神戸79-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1177","POINT(137.132163 35.137156)","23211","B123210005482","16001","伊保小学校","豊田市保見町権堂坊1-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1178","POINT(137.16377 35.155849)","23211","B123210005491","16001","加納小学校","豊田市加納町東股55","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1179","POINT(137.179019 35.119021)","23211","B123210005507","16001","青木小学校","豊田市青木町4-5","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1180","POINT(137.214763 35.154378)","23211","B123210005516","16001","西広瀬小学校","豊田市西広瀬町清水34","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1181","POINT(137.228023 35.153927)","23211","B123210005525","16001","東広瀬小学校","豊田市東広瀬町大根坂8","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1182","POINT(137.253761 35.138965)","23211","B123210005534","16001","中金小学校","豊田市中金町塚ﾉ本124","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1183","POINT(137.22407 35.11755)","23211","B123210005543","16001","上鷹見小学校","豊田市上高町宮下60","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1184","POINT(137.231154 35.082805)","23211","B123210005552","16001","幸海小学校","豊田市幸海町下御堂下切14-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1185","POINT(137.204769 35.051002)","23211","B123210005561","16001","岩倉小学校","豊田市岩倉町五ﾂ畑23","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1186","POINT(137.215268 35.053447)","23211","B123210005570","16001","九久平小学校","豊田市九久平町寺前3-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1187","POINT(137.244877 35.032617)","23211","B123210005589","16001","滝脇小学校","豊田市滝脇町切石洞18-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1188","POINT(137.256402 35.066586)","23211","B123210005598","16001","豊松小学校","豊田市坂上町郷敷1-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1189","POINT(137.192075 35.083276)","23211","B123210005605","16001","東山小学校","豊田市渋谷町3-8","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1190","POINT(137.163884 35.079776)","23211","B123210005614","16001","元城小学校","豊田市八幡町3-30","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1191","POINT(137.160059 35.106761)","23211","B123210005623","16001","梅坪小学校","豊田市梅坪町1-5-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1192","POINT(137.146357 35.096551)","23211","B123210005632","16001","朝日小学校","豊田市朝日町6-1-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1193","POINT(137.104753 35.023473)","23211","B123210005641","16001","若林東小学校","豊田市若林東町広間64","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1194","POINT(137.139829 35.14871)","23211","B123210005650","16001","東保見小学校","豊田市保見ヶ丘4-5","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1195","POINT(137.171103 35.130741)","23211","B123210005669","16001","四郷小学校","豊田市四郷町山畑76-8","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1196","POINT(137.141106 35.118705)","23211","B123210005678","16001","浄水小学校","豊田市浄水町南平113-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1197","POINT(137.176856 35.05214)","23211","B123210005687","16001","平和小学校","豊田市平和町6-70","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1198","POINT(137.196823 35.094479)","23211","B123210005696","16001","市木小学校","豊田市市木町8-1-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1199","POINT(137.094531 35.032556)","23211","B123210005703","16001","若林西小学校","豊田市若林西町西ﾉ堂7","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1200","POINT(137.141331 35.084746)","23211","B123210005712","16001","衣丘小学校","豊田市三軒町6-20-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1201","POINT(137.123223 35.059998)","23211","B123210005721","16001","土橋小学校","豊田市土橋町6-117","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1202","POINT(137.183076 35.083137)","23211","B123210005730","16001","広川台小学校","豊田市渋谷町1-12-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1203","POINT(137.182518 35.127853)","23211","B123210005749","16001","井上小学校","豊田市井上町2-34","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1204","POINT(137.190354 35.061778)","23211","B123210005758","16001","五ケ丘小学校","豊田市五ｹ丘4-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1205","POINT(137.133607 35.148599)","23211","B123210005767","16001","西保見小学校","豊田市保見ヶ丘2-185","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1206","POINT(137.199102 35.064917)","23211","B123210005776","16001","五ケ丘東小学校","豊田市五ｹ丘8-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1207","POINT(137.211467 35.198504)","23211","B123210005785","16001","飯野小学校","豊田市藤岡飯野町弥治前1095","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1208","POINT(137.204337 35.229404)","23211","B123210005794","16001","石畳小学校","豊田市石畳町辻124-5","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1209","POINT(137.247791 35.195034)","23211","B123210005801","16001","御作小学校","豊田市御作町田中1086-4","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1210","POINT(137.189594 35.162569)","23211","B123210005810","16001","中山小学校","豊田市西中山町蔵屋敷61-5","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1211","POINT(137.259556 35.244247)","23211","B123210005829","16001","道慈小学校","豊田市千洗町道慈382-3","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1212","POINT(137.299689 35.225327)","23211","B123210005838","16001","本城小学校","豊田市市場町市場前372-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1213","POINT(137.291486 35.242122)","23211","B123210005847","16001","小原中部小学校","豊田市遊屋町向垣内191","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1214","POINT(137.320345 35.136449)","23211","B123210005856","16001","足助小学校","豊田市足助町今岡33-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1215","POINT(137.299597 35.098172)","23211","B123210005865","16001","冷田小学校","豊田市四ﾂ松町笹ｹ田40-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1216","POINT(137.292126 35.125469)","23211","B123210005874","16001","追分小学校","豊田市近岡町馬橋4-2","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1217","POINT(137.271817 35.085629)","23211","B123210005883","16001","佐切小学校","豊田市上脇町ﾀﾗｸｺﾞ1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1218","POINT(137.253995 35.101599)","23211","B123210005892","16001","則定小学校","豊田市則定町本郷5-1","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
"1219","POINT(137.348775 35.147688)","23211","B123210005909","16001","萩野小学校","豊田市桑田和町宮ﾉ前25","3","1","","","システム管理者","2023/07/12 15:38:24","システム管理者",""
